Date,Location,Army_Active_Duty,Navy_Active_Duty,Marine_Corps_Active_Duty,Air_Force_Active_Duty,Coast_Guard_Active_Duty,Army_National_Guard,Army_Reserve,Navy_Reserve,Marine_Corps_Reserve,Air_National_Guard,Air_Force_Reserve,Coast_Guard_Reserve,Army_APF_DOD_Civilian,Navy_APF_DOD_Civilian,Marine_Corps_APF_DOD_Civilian,Air_Force_APF_DOD_Civilian,Fourth_Estate_DOD
9/1/2015,NORTH DAKOTA,16,7,18,6492,0,3012,292,76,54,983,30,0,488,3,1,1058,69
9/1/2015,OHIO,497,293,267,5310,399,11343,5766,1247,984,4685,3632,0,1538,103,3,14302,9037
9/1/2015,OKLAHOMA,10551,1320,380,6324,44,6767,2450,481,367,2220,1659,0,5235,100,7,15876,1687
9/1/2015,OREGON,110,180,111,144,963,5965,595,496,329,2165,103,0,2151,23,2,526,17
9/1/2015,PENNSYLVANIA,1004,659,364,210,321,15769,8326,841,1358,3800,1198,0,8068,6031,22,1060,7935
9/1/2015,RHODE ISLAND,148,2688,239,69,290,2094,508,557,114,1055,2,0,246,3972,3,204,100
9/1/2015,SOUTH CAROLINA,11239,6975,10308,7208,709,9151,4069,585,428,1374,2301,0,3493,3219,741,2063,774
9/1/2015,SOUTH DAKOTA,59,7,8,2592,0,3156,387,93,0,1032,28,0,496,1,0,698,47
9/1/2015,TENNESSEE,312,1386,142,168,155,9908,3811,1238,759,3279,3,0,3280,1183,3,1120,745
9/1/2015,TEXAS,73602,5749,1967,31853,1686,17804,17493,4908,3279,3334,5364,0,25646,1346,31,15641,4529
9/1/2015,UTAH,163,28,96,3497,0,5403,3237,315,249,1428,1279,0,1846,46,2,11404,1018
9/1/2015,VERMONT,43,5,9,52,28,2830,142,41,0,1089,0,0,296,2,0,174,31
9/1/2015,VIRGINIA,22274,75340,11231,11642,4234,7553,7673,5065,1393,1218,1221,0,18495,39729,5189,6161,22883
9/1/2015,WASHINGTON,27403,21989,771,5625,1988,5934,6073,2031,533,2015,1975,0,9459,18758,3,1527,1157
9/1/2015,WEST VIRGINIA,61,42,44,31,68,4089,1643,80,98,2184,0,0,1134,13,0,493,51
9/1/2015,WISCONSIN,353,71,112,75,300,7417,3966,397,457,2269,0,0,1849,60,2,477,113
9/1/2015,WYOMING,38,1,5,3054,0,1580,73,71,0,1183,35,0,244,0,0,780,39
9/1/2015,UNKNOWN,5951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,AFGHANISTAN,6937,225,1084,1142,4,753,559,253,115,35,45,0,995,195,32,214,214
9/1/2015,AKROTIRI,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,ALBANIA,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,ALGERIA,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,AMERICAN SAMOA,0,0,1,0,3,0,350,0,0,0,0,0,7,0,0,0,0
9/1/2015,ANGOLA,2,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,ARGENTINA,2,6,10,7,0,0,0,0,0,0,0,0,2,0,0,0,0
9/1/2015,ARMENIA,2,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,AUSTRALIA,33,79,1037,52,0,0,0,0,0,0,0,0,2,4,0,4,0
9/1/2015,AUSTRIA,5,1,16,1,0,0,0,0,0,0,0,0,0,1,0,0,1
9/1/2015,AZERBAIJAN,1,1,11,4,0,0,0,0,0,0,0,0,0,0,0,1,0
9/1/2015,"BAHAMAS, THE",1,43,8,0,10,0,0,0,0,0,0,0,0,1,0,0,0
9/1/2015,BAHRAIN,246,3755,872,52,235,55,23,268,41,1,8,0,14,309,0,1,167
9/1/2015,BANGLADESH,3,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,BARBADOS,2,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,BELGIUM,663,107,27,405,0,0,0,1,0,0,0,0,350,0,0,8,248
9/1/2015,BELIZE,4,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,BENIN,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,BOLIVIA,3,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,BOSNIA AND HERZEGOVINA,1,0,10,1,0,0,0,0,0,0,0,0,1,1,0,0,0
9/1/2015,BOTSWANA,4,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,BRAZIL,6,10,26,9,0,0,0,0,0,0,0,0,3,2,0,2,0
9/1/2015,BRITISH ATLANTIC OCEAN TERRITORY,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,BRITISH INDIAN OCEAN TERRITORY,0,447,0,39,0,0,0,0,0,0,0,0,0,2,0,0,0
9/1/2015,BRUNEI,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,BULGARIA,3,3,135,3,0,0,0,0,0,0,0,0,5,0,0,1,0
9/1/2015,BURKINA FASO,0,0,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,BURMA,4,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,BURUNDI,0,0,17,3,0,0,1,0,0,0,0,0,0,0,0,0,0
9/1/2015,CAMBODIA,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9/1/2015,CAMEROON,2,6,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9/1/2015,CANADA,8,42,12,80,4,0,0,0,0,0,0,0,0,5,0,1,23
9/1/2015,CENTRAL AFRICAN REPUBLIC,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,CHAD,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,CHILE,6,6,11,9,0,0,0,0,0,0,0,0,3,3,0,2,0
9/1/2015,CHINA,5,9,55,8,1,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,COLOMBIA,31,4,15,14,4,0,0,0,0,0,0,0,15,4,0,1,0
9/1/2015,CONGO (BRAZZAVILLE),2,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,CONGO (KINSHASA),2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,COSTA RICA,1,2,9,0,1,0,0,0,0,0,0,0,2,0,0,0,0
9/1/2015,COTE DIVOIRE,3,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,CROATIA,3,1,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0
9/1/2015,CUBA,143,496,138,0,5,0,0,143,0,0,0,0,11,180,0,1,73
9/1/2015,CYPRUS,2,0,9,9,0,0,0,0,0,0,0,0,1,0,0,0,0
9/1/2015,CZECH REPUBLIC,5,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,DENMARK,2,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,DJIBOUTI,660,571,175,564,0,706,158,491,31,199,30,0,0,51,0,3,4
9/1/2015,DOMINICAN REPUBLIC,9,1,9,2,2,0,0,0,0,0,0,0,5,0,0,0,0
9/1/2015,ECUADOR,3,1,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,EGYPT,284,20,24,22,0,480,6,2,0,0,0,0,6,2,0,7,0
9/1/2015,EL SALVADOR,7,17,27,2,0,0,0,6,0,0,0,0,3,1,0,0,0
9/1/2015,ESTONIA,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,ETHIOPIA,3,3,9,40,0,0,2,3,0,0,2,0,0,0,0,0,0
9/1/2015,FIJI,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,FINLAND,1,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,FRANCE,18,16,18,17,0,0,0,0,0,0,0,0,4,2,0,1,0
9/1/2015,GABON,2,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,"GAMBIA, THE",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,GEORGIA,11,0,17,1,0,0,0,0,0,0,0,0,4,0,0,2,0
9/1/2015,GERMANY,21926,492,400,12388,10,10,8,61,0,12,11,0,5833,38,24,1108,4044
9/1/2015,GHANA,4,10,8,3,0,0,0,0,0,0,0,0,0,1,0,1,0
9/1/2015,GIBRALTAR,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,GREECE,8,331,10,22,0,0,0,2,0,0,0,0,1,71,0,0,0
9/1/2015,GREENLAND,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,2,0
9/1/2015,GUAM,76,3557,472,2248,178,1107,496,183,0,20,1,0,114,1311,1,98,574
9/1/2015,GUATEMALA,18,1,10,1,0,0,0,0,0,0,0,0,3,1,0,0,0
9/1/2015,GUINEA,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,GUYANA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,HAITI,5,0,7,0,2,0,0,0,0,0,0,0,1,4,0,0,0
9/1/2015,HONDURAS,235,3,266,156,0,0,0,0,0,0,0,0,19,1,0,0,0
9/1/2015,HONG KONG,2,6,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,HUNGARY,4,2,7,57,0,0,0,0,0,1,0,0,3,0,0,1,0
9/1/2015,ICELAND,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9/1/2015,INDIA,5,11,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,INDONESIA,8,7,8,2,0,0,0,0,0,0,0,0,1,1,0,0,1
9/1/2015,IRAN,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
9/1/2015,IRAQ,2923,330,734,244,0,215,92,10,9,5,17,0,473,32,10,32,32
9/1/2015,IRELAND,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,ISRAEL,9,8,24,15,0,3,0,0,0,0,0,0,13,2,0,1,7
9/1/2015,ITALY,4309,3426,317,3560,2,0,0,41,0,1,0,0,579,717,0,150,788
9/1/2015,JAMAICA,1,1,9,0,2,0,0,0,0,0,0,0,1,0,0,0,0
9/1/2015,JAPAN,2442,22030,19869,11386,17,0,0,73,0,0,0,0,583,1517,576,763,2852
9/1/2015,JORDAN,941,34,178,708,0,172,43,8,13,48,36,0,8,3,0,4,0
9/1/2015,KAZAKHSTAN,7,1,17,3,0,0,0,0,0,0,0,0,1,0,0,0,0
9/1/2015,KENYA,63,9,16,8,0,0,3,11,0,0,0,0,2,4,0,0,0
9/1/2015,"KOREA, SOUTH",16401,325,187,8020,1,0,0,7,0,0,0,0,1930,36,5,216,906
9/1/2015,KOSOVO,40,5,14,28,0,489,149,0,1,0,0,0,10,1,0,0,3
9/1/2015,KUWAIT,5699,46,1138,1926,0,2460,1514,11,15,987,236,0,326,9,8,16,82
9/1/2015,KYRGYZSTAN,1,5,74,3,0,2,1,0,6,0,1,0,1,0,0,3,0
9/1/2015,LAOS,3,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,2
9/1/2015,LATVIA,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,LEBANON,5,0,21,2,0,0,0,0,0,0,0,0,0,1,0,0,0
9/1/2015,LIBERIA,3,0,10,2,1,0,0,0,0,0,0,0,0,0,0,0,2
9/1/2015,LIBYA,0,2,1,0,0,3,0,0,14,1,0,0,0,0,0,0,0
9/1/2015,LITHUANIA,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,LUXEMBOURG,0,0,9,0,0,0,0,0,0,0,0,0,14,0,0,0,0
9/1/2015,MACEDONIA,3,0,7,2,0,0,0,0,0,1,0,0,0,0,0,0,0
9/1/2015,MADAGASCAR,0,2,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,MALAWI,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,MALAYSIA,4,5,8,3,0,0,0,0,0,0,0,0,0,1,0,0,0
9/1/2015,MALI,2,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,MALTA,0,3,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,MARSHALL ISLANDS,18,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0
9/1/2015,MAURITANIA,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,MAURITIUS,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
9/1/2015,MEXICO,11,7,26,4,1,0,0,0,0,0,0,0,1,0,0,9,0
9/1/2015,MOLDOVA,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,MONGOLIA,4,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,MONTENEGRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9/1/2015,MONTENEGRO (2006 - 2008),0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,MOROCCO,1,4,29,7,0,0,0,0,0,0,0,0,1,1,0,1,0
9/1/2015,MOZAMBIQUE,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,NAMIBIA,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,NEPAL,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,NETHERLANDS,129,28,14,199,29,0,0,0,0,0,0,0,48,0,0,3,132
9/1/2015,NETHERLANDS ANTILLES (1991 - 2010),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9/1/2015,NEW ZEALAND,3,1,7,2,0,0,0,0,0,0,0,0,0,0,0,1,2
9/1/2015,NICARAGUA,10,1,8,1,0,0,0,0,0,0,0,0,19,0,1,6,3
9/1/2015,NIGER,3,0,14,122,0,0,0,0,0,2,15,0,0,1,0,0,0
9/1/2015,NIGERIA,3,4,26,4,0,0,0,0,0,0,0,0,1,0,0,0,0
9/1/2015,NORTHERN MARIANA ISLANDS,0,0,1,0,3,0,92,0,0,0,0,0,4,0,0,0,0
9/1/2015,NORWAY,26,10,11,36,0,0,0,0,0,0,0,0,1,1,0,3,0
9/1/2015,OMAN,1,2,16,10,0,1,0,0,0,0,0,0,1,0,0,2,1
9/1/2015,PAKISTAN,17,6,54,39,0,0,0,2,1,1,0,0,2,0,0,1,2
9/1/2015,PANAMA (1980 - PRESENT),19,7,8,0,3,0,0,0,0,0,0,0,6,1,0,1,0
9/1/2015,PARAGUAY,5,0,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0
9/1/2015,PERU,12,21,17,3,0,0,0,0,0,0,0,0,6,4,0,0,0
9/1/2015,PHILIPPINES,48,12,160,14,0,0,0,0,0,3,0,0,1,10,0,2,1
9/1/2015,POLAND,26,2,8,25,0,0,0,0,0,0,0,0,5,0,0,0,0
9/1/2015,PORTUGAL,1,51,17,395,0,0,0,0,0,0,0,0,2,4,0,6,11
9/1/2015,PUERTO RICO,106,18,17,19,565,6851,4589,239,74,1133,0,0,1063,26,0,254,627
9/1/2015,QATAR,840,13,71,4295,0,243,170,57,17,668,417,0,48,3,1,71,16
9/1/2015,ROMANIA,4,58,543,6,0,0,0,0,0,0,0,0,23,0,0,1,1
9/1/2015,RUSSIA,8,7,24,6,0,0,0,0,0,0,0,0,0,0,0,0,1
9/1/2015,RWANDA,2,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,SAUDI ARABIA,196,27,47,223,22,8,13,0,0,3,2,0,139,3,0,15,23
9/1/2015,SENEGAL,5,5,22,1,0,0,0,0,0,0,0,0,0,1,0,0,1
9/1/2015,SERBIA (2008 - PRESENT),0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,SEYCHELLES,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
9/1/2015,SIERRA LEONE,1,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,SINGAPORE,10,155,44,35,8,0,0,2,0,0,0,0,2,123,0,0,16
9/1/2015,SLOVAKIA,1,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,SLOVENIA,0,0,7,3,0,0,0,0,0,0,0,0,1,0,0,0,0
9/1/2015,SOMALIA,23,207,1,1,0,0,1,3,0,0,0,0,0,1,0,0,0
9/1/2015,SOUTH AFRICA,5,2,38,3,0,0,0,0,0,0,0,0,0,1,0,0,1
9/1/2015,SOUTH SUDAN,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,SPAIN,26,2018,894,455,0,0,0,6,0,1,11,0,2,233,1,17,147
9/1/2015,SRI LANKA,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,SUDAN,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,SURINAME,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,SWEDEN,1,1,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,SWITZERLAND,1,1,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,TAIWAN,9,2,1,3,0,0,0,0,0,0,0,0,1,1,0,0,4
9/1/2015,TAJIKISTAN,2,0,20,2,0,0,0,0,0,0,0,0,0,0,0,1,0
9/1/2015,TANZANIA,4,2,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9/1/2015,THAILAND,37,11,35,25,0,0,0,1,0,0,0,0,4,5,0,3,3
9/1/2015,TIMOR-LESTE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9/1/2015,TOGO,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,TRINIDAD AND TOBAGO,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,TUNISIA,6,3,25,1,0,0,0,0,0,0,0,0,1,0,0,0,0
9/1/2015,TURKEY,147,9,32,1893,0,0,0,0,0,0,0,0,13,1,0,84,120
9/1/2015,TURKMENISTAN,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,UGANDA,7,1,23,11,0,1,3,2,0,0,0,0,1,0,0,1,0
9/1/2015,UKRAINE,7,1,10,7,0,0,0,0,0,0,0,0,0,1,0,0,1
9/1/2015,UNITED ARAB EMIRATES,290,13,86,2231,0,331,2,6,1,316,192,0,13,7,0,20,3
9/1/2015,UNITED KINGDOM,188,264,43,7543,24,0,0,19,0,0,0,0,38,24,0,486,672
9/1/2015,URUGUAY,2,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,UZBEKISTAN,3,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,VENEZUELA,2,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,VIETNAM,7,7,19,2,1,0,0,0,0,0,0,0,0,0,0,0,4
9/1/2015,"VIRGIN ISLANDS, U.S.",0,1,2,0,30,793,27,0,0,69,0,0,132,0,0,2,0
9/1/2015,WAKE ISLAND,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,YEMEN,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,ZAMBIA,1,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,ZIMBABWE,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,UNKNOWN,3429,5661,2428,2446,28,421,873,721,3435,267,105,0,0,0,262,0,271
