Date,Location,Army_Active_Duty,Navy_Active_Duty,Marine_Corps_Active_Duty,Air_Force_Active_Duty,Coast_Guard_Active_Duty,Army_National_Guard,Army_Reserve,Navy_Reserve,Marine_Corps_Reserve,Air_National_Guard,Air_Force_Reserve,Coast_Guard_Reserve,Army_APF_DOD_Civilian,Navy_APF_DOD_Civilian,Marine_Corps_APF_DOD_Civilian,Air_Force_APF_DOD_Civilian,Fourth_Estate_DOD
9/1/2008,CZECH REPUBLIC,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,DENMARK,2,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,DJIBOUTI,337,463,73,158,0,83,100,99,523,3,28,0,2,2,0,1,0
9/1/2008,DOMINICAN REPUBLIC,3,2,3,3,2,0,0,0,0,0,0,0,2,0,0,0,0
9/1/2008,ECUADOR,10,2,0,21,0,0,0,1,0,0,0,0,4,1,0,1,0
9/1/2008,EGYPT,239,21,2,31,0,56,0,0,0,0,1,0,14,11,0,16,3
9/1/2008,EL SALVADOR,9,19,0,2,0,0,0,3,0,0,0,0,3,1,0,0,0
9/1/2008,ESTONIA,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9/1/2008,ETHIOPIA,5,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2
9/1/2008,FIJI,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9/1/2008,FINLAND,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,FRANCE,13,11,3,18,0,0,0,0,0,0,0,0,4,2,0,3,0
9/1/2008,GABON,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,GEORGIA,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,GERMANY,23469,465,703,14151,3,95,37,447,4,30,311,0,6837,47,11,1020,5473
9/1/2008,GHANA,3,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0
9/1/2008,GIBRALTAR,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,GREECE,8,337,1,57,0,0,0,1,0,0,0,0,2,71,0,0,1
9/1/2008,GREENLAND,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,2,0
9/1/2008,GUAM,43,3572,4,1794,135,889,517,16,0,428,274,0,21,783,0,385,605
9/1/2008,GUATEMALA,6,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0
9/1/2008,GUINEA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,GUYANA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,HAITI,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,HONDURAS,212,3,0,197,0,0,0,0,0,0,0,0,20,0,0,0,0
9/1/2008,HONG KONG,3,12,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,HUNGARY,6,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0
9/1/2008,ICELAND,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9/1/2008,INDIA,7,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,INDONESIA,12,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0
9/1/2008,IRAN,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9/1/2008,IRAQ,76457,4159,20192,9980,5,14130,5209,1491,2357,1238,1066,1,1955,48,9,114,34
9/1/2008,IRELAND,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,ISRAEL,5,6,3,13,0,0,0,0,0,0,0,0,6,1,0,0,6
9/1/2008,ITALY,4397,3789,24,3596,2,0,0,63,0,0,30,0,446,775,0,170,809
9/1/2008,JAMAICA,1,2,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0
9/1/2008,JAPAN,2497,18594,9886,11519,25,0,0,31,9,0,49,0,621,1436,622,774,3200
9/1/2008,JORDAN,18,14,2,15,0,1,1,0,1,2,1,0,3,1,0,2,0
9/1/2008,KAZAKHSTAN,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
9/1/2008,KENYA,14,1,1,7,0,0,0,0,0,0,0,0,3,0,0,0,0
9/1/2008,"KOREA, SOUTH",17551,0,83,8137,1,0,0,0,0,0,41,0,1719,23,2,145,837
9/1/2008,KOSOVO,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,KUWAIT,32742,2316,5322,1905,6,8826,4656,1174,856,211,55,123,645,72,1,17,71
9/1/2008,KYRGYZSTAN,121,1,9,527,0,25,1,0,0,357,16,0,1,0,0,3,0
9/1/2008,LAOS,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
9/1/2008,LATVIA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,LEBANON,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,LIBERIA,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,LITHUANIA,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,LUXEMBOURG,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
9/1/2008,MACEDONIA,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,MADAGASCAR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,MALAYSIA,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,MALI,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,MALTA,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0
9/1/2008,MARSHALL ISLANDS,14,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0
9/1/2008,MAURITANIA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,MEXICO,7,4,0,5,2,0,0,0,0,0,0,0,3,0,0,4,0
9/1/2008,MOLDOVA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,MONGOLIA,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,MONTENEGRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9/1/2008,MONTENEGRO (1992 - 2001),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9/1/2008,MOROCCO,2,0,6,3,0,0,0,0,0,0,0,0,1,1,0,0,0
9/1/2008,MOZAMBIQUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,NEPAL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,NETHERLANDS,258,30,5,253,31,0,0,0,0,2,1,0,119,0,0,2,127
9/1/2008,NETHERLANDS ANTILLES (1991 - 2010),0,0,0,8,1,0,0,0,0,0,0,0,0,1,0,1,0
9/1/2008,NEW ZEALAND,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
9/1/2008,NICARAGUA,8,0,1,1,0,0,0,0,0,0,0,0,8,0,1,2,0
9/1/2008,NIGER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,NIGERIA,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,NORTHERN MARIANA ISLANDS,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,NORWAY,21,10,7,37,1,0,0,1,0,0,0,0,2,1,0,2,0
9/1/2008,OMAN,3,21,3,24,0,0,0,1,0,0,0,0,0,0,0,1,0
9/1/2008,PAKISTAN,40,8,3,34,0,1,2,1,0,1,1,0,1,0,0,1,0
9/1/2008,PALAU,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9/1/2008,PANAMA (1980 - PRESENT),5,5,0,0,1,0,0,0,0,0,0,0,5,1,0,1,0
9/1/2008,PARAGUAY,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
9/1/2008,PERU,12,14,3,4,0,0,0,0,0,0,0,0,5,0,0,0,0
9/1/2008,PHILIPPINES,263,4084,10,78,0,3,3,29,0,2,0,0,0,7,0,2,0
9/1/2008,POLAND,11,2,2,15,0,0,0,0,0,1,0,0,2,0,0,2,0
9/1/2008,PORTUGAL,24,44,2,715,0,0,0,0,0,0,2,0,1,3,0,62,72
9/1/2008,PUERTO RICO,44,30,10,26,481,6919,3958,343,0,1182,3,46,1173,80,0,279,690
9/1/2008,QATAR,809,500,25,5092,0,13,107,20,4,310,193,0,53,1,1,42,7
9/1/2008,ROMANIA,3,1,0,9,0,0,0,0,0,0,0,0,3,0,0,1,0
9/1/2008,RUSSIA,17,2,0,8,0,0,0,0,0,0,1,0,0,0,0,0,4
9/1/2008,SAUDI ARABIA,149,27,12,159,0,0,0,0,0,176,5,0,160,1,0,7,10
9/1/2008,SENEGAL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9/1/2008,SERBIA (1992 - 2004),0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
9/1/2008,SERBIA (2006 - 2008),13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,SEYCHELLES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9/1/2008,SIERRA LEONE,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,SINGAPORE,9,120,70,14,0,0,0,1,0,0,0,0,0,88,0,0,17
9/1/2008,SLOVAKIA,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,SLOVENIA,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,SOMALIA,1,528,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
9/1/2008,SOUTH AFRICA,4,1,95,3,0,0,0,0,0,0,0,0,0,0,0,1,0
9/1/2008,SPAIN,87,836,40,345,0,0,0,1,0,9,5,0,4,202,0,11,121
9/1/2008,SRI LANKA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,SUDAN,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,SURINAME,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,SWEDEN,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,SWITZERLAND,1,2,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0
9/1/2008,SYRIA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,TAIWAN,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
9/1/2008,TAJIKISTAN,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,TANZANIA,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9/1/2008,THAILAND,44,9,140,26,0,0,0,0,0,0,0,0,1,4,0,1,0
9/1/2008,TUNISIA,5,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
9/1/2008,TURKEY,55,10,2,1707,0,0,0,0,0,11,139,0,8,1,0,108,126
9/1/2008,TURKMENISTAN,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0
9/1/2008,UGANDA,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,UKRAINE,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
9/1/2008,UNION OF SOVIET SOCIALIST REPUBLICS,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,UNITED ARAB EMIRATES,2,14,139,1400,0,0,0,0,0,65,12,0,4,6,0,10,5
9/1/2008,UNITED KINGDOM,315,489,69,8169,0,0,0,5,0,8,50,0,171,46,0,539,876
9/1/2008,URUGUAY,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,UZBEKISTAN,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1
9/1/2008,VENEZUELA,2,2,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0
9/1/2008,VIETNAM,5,0,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0
9/1/2008,"VIRGIN ISLANDS, U.S.",1,2,0,1,27,756,0,0,0,64,0,5,114,0,0,0,0
9/1/2008,WAKE ISLAND,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,YEMEN,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0
9/1/2008,ZAMBIA,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,ZIMBABWE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,UNKNOWN,1316,18093,9511,586,4,2216,1012,1050,2546,1018,498,0,278,3,0,191,0
9/1/2009,ALABAMA,6042,219,222,2971,1003,9614,5650,577,635,1988,1298,154,18958,83,4,2318,2505
9/1/2009,ALASKA,8987,88,8,7290,2172,1646,439,84,38,2012,250,48,2857,22,0,1830,341
9/1/2009,ARIZONA,5011,358,3584,10167,26,4750,3142,881,520,2449,1222,1,4067,146,479,3247,1081
9/1/2009,ARKANSAS,41,16,105,4611,27,8040,2061,192,160,1870,144,0,2930,8,0,919,117
9/1/2009,ARMED FORCES EUROPE,0,0,0,0,0,0,1119,0,0,0,0,0,0,0,0,0,0
9/1/2009,ARMED FORCES PACIFIC,0,0,0,0,0,0,236,143,0,0,0,30,0,0,0,0,0
9/1/2009,CALIFORNIA,6775,55170,65600,16516,5456,14866,13596,9169,4347,4488,7700,928,9044,29004,5447,10445,6562
9/1/2009,COLORADO,18953,675,276,8290,44,3272,3359,856,387,1485,2507,15,4010,61,3,5544,1608
9/1/2009,CONNECTICUT,27,5318,22,20,750,2979,1181,434,183,1082,5,111,497,1107,0,228,627
9/1/2009,DELAWARE,9,4,13,3193,31,1254,337,108,144,997,1607,9,228,2,2,1207,80
9/1/2009,DISTRICT OF COLUMBIA,4688,2885,1284,2604,1508,1178,1419,1758,356,1156,234,123,4584,9384,56,839,912
9/1/2009,FLORIDA,3462,27279,4109,20553,4809,8998,9447,5508,1172,2012,5636,1005,3878,11572,225,10165,2197
9/1/2009,GEORGIA,54057,5184,1298,8393,480,8362,9107,1441,1015,2686,2970,108,13646,2127,2496,14926,2855
9/1/2009,HAWAII,14158,13411,4202,4339,1363,2745,2446,793,78,2271,547,122,5212,8829,643,2106,1038
9/1/2009,IDAHO,17,55,28,3788,5,3436,672,159,103,1434,21,0,852,52,0,658,57
9/1/2009,ILLINOIS,717,16850,277,4369,149,9336,6161,2823,1167,2840,1379,76,8465,1801,5,3597,1222
9/1/2009,INDIANA,415,90,157,66,54,11247,3379,416,586,1762,1471,9,2084,3192,4,861,4314
9/1/2009,IOWA,29,16,104,34,35,6909,2322,145,158,1963,0,4,1009,6,1,498,43
9/1/2009,KANSAS,15167,402,80,2651,120,4855,2902,147,174,1862,507,26,5911,4,1,1052,387
9/1/2009,KENTUCKY,35881,18,243,188,141,6923,4196,245,240,1126,3,71,8094,162,4,240,887
9/1/2009,LOUISIANA,8604,514,749,5184,1307,8963,2462,1746,1052,1540,1679,205,3873,634,126,1424,333
9/1/2009,MAINE,236,980,30,9,521,1990,463,174,132,1076,0,96,355,5538,1,248,664
9/1/2009,MARYLAND,6542,8298,1677,7130,812,4683,4996,1885,420,1744,1719,207,14427,15400,9,2267,2293
9/1/2009,MASSACHUSETTS,188,355,201,1187,1787,5497,3143,448,794,2052,2437,365,2406,179,4,3027,914
9/1/2009,MICHIGAN,357,261,317,101,1168,8572,3384,1098,1122,2477,0,167,6256,40,6,865,1594
9/1/2009,MINNESOTA,425,183,143,53,137,9127,3151,705,377,2305,1326,28,1482,19,3,709,167
9/1/2009,MISSISSIPPI,220,5460,516,6517,417,6412,2071,738,144,2277,1408,147,3462,2379,0,2320,303
9/1/2009,MISSOURI,10881,385,1500,3408,175,8483,5436,1320,3845,2524,1109,113,7271,62,425,1217,677
9/1/2009,MONTANA,14,5,13,2823,5,2451,743,163,61,1041,33,0,588,1,0,823,45
9/1/2009,NEBRASKA,94,391,60,5182,17,3633,1392,393,155,961,314,14,1382,11,4,2125,104
9/1/2009,NEVADA,111,929,38,8225,16,2250,798,422,173,975,573,2,485,287,1,1230,157
9/1/2009,NEW HAMPSHIRE,8,595,109,57,360,1769,953,285,164,975,1,18,511,14,2,274,141
9/1/2009,NEW JERSEY,834,431,149,4048,1905,5642,4378,1045,454,2377,2444,161,10059,2094,12,1474,708
9/1/2009,NEW MEXICO,750,85,97,8922,10,2461,651,283,80,957,219,3,2972,48,1,3430,477
9/1/2009,NEW YORK,13446,1715,821,299,1142,10085,8171,2016,1707,5893,1208,510,7315,120,32,2418,2054
9/1/2009,NORTH CAROLINA,32271,3918,48693,6560,1566,6648,6332,1171,748,1539,2137,207,8230,4301,3233,1394,2280
9/1/2009,NORTH DAKOTA,16,7,5,6249,0,3160,256,88,24,901,36,0,461,3,0,1155,72
9/1/2009,OHIO,541,363,236,4815,416,9617,4877,1412,864,5231,3857,266,1676,81,5,13230,9266
9/1/2009,OKLAHOMA,10930,1325,463,7719,52,7375,2895,494,336,2314,1721,10,5564,84,6,14664,1471
