Date,Location,Army_Active_Duty,Navy_Active_Duty,Marine_Corps_Active_Duty,Air_Force_Active_Duty,Coast_Guard_Active_Duty,Army_National_Guard,Army_Reserve,Navy_Reserve,Marine_Corps_Reserve,Air_National_Guard,Air_Force_Reserve,Coast_Guard_Reserve,Army_APF_DOD_Civilian,Navy_APF_DOD_Civilian,Marine_Corps_APF_DOD_Civilian,Air_Force_APF_DOD_Civilian,Fourth_Estate_DOD
12/1/2016,ALABAMA,4476,99,149,2781,878,9834,4803,328,712,2253,1276,126,17650,104,5,2415,3427
12/1/2016,ALASKA,9875,52,18,6967,1921,1728,405,55,54,2037,313,44,2229,23,0,2453,310
12/1/2016,ARIZONA,4049,366,4297,8701,7,5208,3301,873,628,2457,2106,1,3962,182,471,3090,1191
12/1/2016,ARKANSAS,121,6,163,3377,21,6765,1887,157,149,1797,479,0,2244,6,0,1012,104
12/1/2016,ARMED FORCES EUROPE,568,36437,17,162,163,0,3,261,0,0,0,0,0,0,0,0,0
12/1/2016,ARMED FORCES PACIFIC,0,55263,2371,0,0,0,1,241,0,0,0,0,0,0,0,0,0
12/1/2016,ARMED FORCES THE AMERICAS,0,9639,0,0,25,0,0,62,0,0,0,0,0,0,0,0,0
12/1/2016,CALIFORNIA,6879,40663,55718,17139,4442,13970,16326,7979,5122,4450,7625,880,8795,32569,4428,9943,6125
12/1/2016,COLORADO,24764,754,223,8378,46,3496,3770,901,387,1590,3009,11,4287,62,3,5696,1505
12/1/2016,CONNECTICUT,113,3598,56,32,620,3502,1288,389,267,1073,1,73,508,1120,0,254,649
12/1/2016,DELAWARE,71,17,12,3149,38,1552,514,130,172,1129,1540,6,214,2,2,1081,118
12/1/2016,DISTRICT OF COLUMBIA,1614,2573,2212,1694,1659,1426,506,160,372,1227,274,153,1345,10562,44,299,775
12/1/2016,FLORIDA,5366,19572,3650,21071,4573,8655,10336,5542,1453,2080,6524,831,3642,12407,265,12282,2176
12/1/2016,GEORGIA,44991,3688,1182,8493,482,10771,7852,1400,713,2709,3037,79,11766,2332,1877,14170,2995
12/1/2016,HAWAII,16499,8299,6765,4980,1245,2899,2491,622,57,2251,703,135,5182,9943,631,1771,1273
12/1/2016,IDAHO,53,37,32,2649,5,2975,754,158,107,1239,23,0,655,63,0,728,54
12/1/2016,ILLINOIS,965,10996,361,4166,131,9820,6196,2542,1299,2744,1418,61,6854,1042,28,3445,1227
12/1/2016,INDIANA,554,85,192,83,36,11472,3102,393,599,1740,1551,12,1902,3524,241,855,4274
12/1/2016,IOWA,96,22,72,28,35,6718,1939,146,124,1730,0,0,926,7,1,454,63
12/1/2016,KANSAS,17551,73,87,2960,103,4820,2799,108,188,2027,671,14,5513,3,1,1011,336
12/1/2016,KENTUCKY,26300,8,84,195,163,6600,4209,234,278,1210,3,64,8621,18,3,289,955
12/1/2016,LOUISIANA,7998,413,691,4666,1210,9443,1847,1199,3742,1525,1396,148,3315,530,239,1566,280
12/1/2016,MAINE,49,379,25,9,582,1969,473,111,155,1116,0,58,280,6322,0,279,779
12/1/2016,MARYLAND,8587,9587,1717,7912,900,4513,5772,3465,485,1748,1848,174,16349,16413,114,3021,8256
12/1/2016,MASSACHUSETTS,372,374,171,1020,1623,5987,3301,309,841,2164,2067,403,2273,167,4,3122,830
12/1/2016,MICHIGAN,466,229,231,97,1123,7956,2963,885,942,2265,1,115,6736,33,8,815,1661
12/1/2016,MINNESOTA,163,171,113,51,131,10804,2977,588,470,2254,1325,30,1265,18,2,866,179
12/1/2016,MISSISSIPPI,452,2242,453,5868,294,9468,1740,822,75,2508,1434,124,3557,2496,0,2452,308
12/1/2016,MISSOURI,8413,345,1423,3974,198,9274,4811,1175,730,2254,1110,87,5447,52,124,1228,679
12/1/2016,MONTANA,61,6,22,3085,0,2596,694,106,67,888,23,0,459,1,0,748,46
12/1/2016,NEBRASKA,175,403,79,5211,19,3268,1313,301,123,978,261,0,1296,41,3,2660,113
12/1/2016,NEVADA,145,958,47,9085,0,2924,1551,385,202,1134,1202,0,398,305,1,1530,174
12/1/2016,NEW HAMPSHIRE,55,209,51,142,270,1540,890,252,204,1108,1,15,450,11,3,337,181
12/1/2016,NEW JERSEY,637,458,354,4216,1686,5942,4120,1185,1191,2384,2325,187,5194,2269,8,2037,610
12/1/2016,NEW MEXICO,268,60,63,11275,4,2859,774,204,72,997,227,1,2304,96,0,3600,402
12/1/2016,NEW YORK,16805,1991,644,361,1045,9643,8149,1657,1812,5532,1352,387,6658,110,31,2185,2002
12/1/2016,NORTH CAROLINA,42393,4272,42177,5976,1713,10055,6661,1106,787,1529,1591,188,10367,4660,2863,1202,2540
12/1/2016,NORTH DAKOTA,21,8,16,6964,1,3002,125,61,59,1003,29,0,466,4,1,1139,74
12/1/2016,OHIO,503,288,249,5167,400,11309,5494,1221,1001,4686,3426,243,1493,106,3,14494,9552
12/1/2016,OKLAHOMA,10403,1324,408,6490,40,6360,2410,479,317,2063,1787,1,5251,106,6,16883,1712
12/1/2016,OREGON,114,162,107,124,995,5807,579,481,353,2270,109,114,2263,26,3,672,18
12/1/2016,PENNSYLVANIA,990,694,374,217,322,15156,7812,869,1374,3912,1217,118,8067,6417,22,1149,8012
12/1/2016,RHODE ISLAND,159,2302,208,64,304,2005,552,570,103,1069,2,44,220,4162,2,225,96
12/1/2016,SOUTH CAROLINA,9215,6932,9045,6678,732,9018,4229,611,412,1337,2204,161,3358,3232,750,2022,793
12/1/2016,SOUTH DAKOTA,63,3,8,3137,0,3114,357,85,0,1044,23,0,481,1,0,820,53
12/1/2016,TENNESSEE,338,1361,132,161,158,9384,3812,1216,737,3307,2,44,3048,1225,3,1167,623
12/1/2016,TEXAS,64791,5800,2015,36206,1748,17921,18509,5082,3280,3173,5331,333,25393,1391,33,16125,4549
12/1/2016,UTAH,173,28,115,3770,0,5452,2944,352,245,1390,1351,0,1844,46,2,12224,1093
12/1/2016,VERMONT,47,3,9,27,35,2642,166,53,0,771,0,1,288,2,0,145,30
12/1/2016,VIRGINIA,23317,40062,10593,11966,4157,6308,7902,4917,1434,1369,1917,466,17918,40713,5145,5969,24109
12/1/2016,WASHINGTON,25789,10148,637,5812,2011,5993,5957,2149,585,1928,1898,362,9569,19077,3,1493,1223
12/1/2016,WEST VIRGINIA,57,6,43,31,69,4071,1614,74,84,2144,0,17,1171,3,1,537,47
12/1/2016,WISCONSIN,428,33,104,78,296,7272,3764,382,469,2270,0,79,1789,61,2,535,115
12/1/2016,WYOMING,37,1,7,2893,0,1441,82,70,0,1148,33,0,223,2,0,786,39
12/1/2016,UNKNOWN,5847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,AFGHANISTAN,6000,203,878,2210,3,652,600,171,140,136,143,0,1088,188,40,260,254
12/1/2016,ALBANIA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,ALGERIA,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,AMERICAN SAMOA,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0
12/1/2016,ANGOLA,3,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,ARGENTINA,0,5,9,8,0,0,0,1,0,0,0,0,2,0,0,0,0
12/1/2016,ARMENIA,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
12/1/2016,AUSTRALIA,34,75,3,76,0,0,0,0,0,0,0,0,6,6,0,4,2
12/1/2016,AUSTRIA,0,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,AZERBAIJAN,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0
12/1/2016,"BAHAMAS, THE",1,49,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,BAHRAIN,44,4389,935,23,113,40,44,449,62,6,16,0,13,324,0,1,152
12/1/2016,BANGLADESH,2,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,BARBADOS,2,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,BASSAS DA INDIA,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,BELARUS,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,BELGIUM,562,39,5,236,0,0,3,0,0,0,6,0,368,1,0,10,292
12/1/2016,BELIZE,1,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,BERMUDA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,BOLIVIA,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,BOSNIA AND HERZEGOVINA,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
12/1/2016,BOTSWANA,5,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0
12/1/2016,BRAZIL,9,9,24,8,1,0,0,0,0,0,0,0,7,3,0,2,0
12/1/2016,BRITISH ATLANTIC OCEAN TERRITORY,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,BRITISH INDIAN OCEAN TERRITORY,0,239,0,36,0,0,0,0,0,0,0,0,0,4,0,0,0
12/1/2016,BRUNEI,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,BULGARIA,3,2,0,4,0,0,0,0,0,0,0,0,6,0,0,1,0
12/1/2016,BURKINA FASO,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,BURMA,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,BURUNDI,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,CAMBODIA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12/1/2016,CAMEROON,4,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0
12/1/2016,CANADA,6,38,15,78,4,0,0,0,0,0,0,0,0,4,0,0,24
12/1/2016,CHAD,5,0,24,1,0,0,0,0,0,0,0,0,2,0,0,0,0
12/1/2016,CHILE,5,7,1,11,0,0,0,0,0,1,0,0,2,2,0,1,0
12/1/2016,CHINA,6,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,COLOMBIA,26,3,18,17,4,0,0,1,0,0,0,0,17,4,0,0,0
12/1/2016,COMOROS,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,CONGO (BRAZZAVILLE),2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,CONGO (KINSHASA),2,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,CORAL SEA ISLANDS,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,COSTA RICA,1,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
12/1/2016,COTE DIVOIRE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,CROATIA,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
12/1/2016,CUBA,136,537,127,0,6,0,0,127,0,0,0,0,12,174,0,0,84
12/1/2016,CYPRUS,2,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0
12/1/2016,CZECHIA,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0
12/1/2016,DENMARK,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,DJIBOUTI,416,568,519,458,0,768,152,697,2,26,2,1,6,48,0,4,9
12/1/2016,DOMINICA,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,DOMINICAN REPUBLIC,5,1,3,2,2,0,0,0,0,0,0,0,4,0,0,0,0
12/1/2016,ECUADOR,12,2,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0
12/1/2016,EGYPT,329,21,2,23,0,134,5,0,0,0,1,0,3,3,0,10,0
12/1/2016,EL SALVADOR,7,25,353,2,0,0,0,5,0,0,0,0,3,1,0,0,0
12/1/2016,ESTONIA,3,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
12/1/2016,ETHIOPIA,4,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,FIJI,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,FINLAND,3,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,FRANCE,22,12,4,19,0,0,0,0,0,0,0,0,5,2,0,2,0
12/1/2016,GABON,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,"GAMBIA, THE",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,GEORGIA,9,0,0,1,0,0,0,0,0,0,0,0,8,0,0,1,0
12/1/2016,GERMANY,20380,891,1070,12454,10,40,1146,78,8,25,312,0,6066,35,20,1120,4155
12/1/2016,GHANA,3,0,4,3,0,0,0,0,0,0,0,0,0,1,0,1,0
12/1/2016,GREECE,8,346,32,21,0,0,0,1,0,0,0,0,2,74,0,0,0
12/1/2016,GREENLAND,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,1,0
12/1/2016,GUAM,135,1778,0,1918,0,1086,0,5,0,373,276,0,124,1303,1,110,617
12/1/2016,GUATEMALA,21,0,8,1,0,0,0,0,0,0,0,0,4,1,0,0,0
12/1/2016,GUINEA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,GUYANA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,HAITI,4,0,0,0,2,0,0,0,0,0,0,0,1,5,0,0,0
12/1/2016,HONDURAS,231,2,1,150,0,0,0,0,0,0,0,0,21,1,0,0,0
12/1/2016,HONG KONG,3,10,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,HUNGARY,6,146,1,59,0,0,0,0,0,1,0,0,3,0,0,1,0
12/1/2016,ICELAND,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12/1/2016,INDIA,6,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,INDONESIA,3,11,3,2,0,0,0,0,0,1,0,0,1,1,0,1,0
12/1/2016,IRAN,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
12/1/2016,IRAQ,3552,315,882,791,0,540,524,50,14,85,59,0,585,37,10,38,56
12/1/2016,IRELAND,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,ISRAEL,11,5,1,15,0,0,0,0,0,0,0,0,15,2,0,1,6
12/1/2016,ITALY,4451,3585,373,3691,2,0,84,38,0,0,32,0,628,812,0,147,810
12/1/2016,JAMAICA,1,1,8,0,2,0,0,0,0,0,0,0,1,0,0,0,0
12/1/2016,JAPAN,2759,11228,13724,11618,16,0,119,87,6,1,68,0,706,1604,604,768,3026
12/1/2016,JORDAN,555,15,180,1009,0,490,60,11,25,118,53,0,6,2,0,6,2
12/1/2016,KAZAKHSTAN,7,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,KENYA,15,3,13,7,0,0,1,1,0,0,0,0,2,2,0,0,0
12/1/2016,KIRIBATI,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,"KOREA, NORTH",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12/1/2016,"KOREA, SOUTH",15290,311,147,7719,1,0,215,7,0,0,65,0,1972,31,4,226,890
12/1/2016,KOSOVO,337,4,15,22,0,326,1,0,0,2,0,0,2,1,0,0,2
12/1/2016,KUWAIT,4132,6,1332,826,0,2722,2498,61,46,807,435,0,432,10,8,29,101
12/1/2016,KYRGYZSTAN,1,5,60,0,0,2,2,0,5,0,0,0,1,0,0,3,0
12/1/2016,LAOS,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12/1/2016,LATVIA,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,LEBANON,67,4,26,2,0,0,0,0,0,0,0,0,0,1,0,0,0
12/1/2016,LIBERIA,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
12/1/2016,LIBYA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,LUXEMBOURG,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
12/1/2016,MACEDONIA,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
12/1/2016,MADAGASCAR,0,2,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,MALAWI,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,MALAYSIA,3,4,13,4,0,0,0,0,0,0,0,0,0,1,0,0,2
12/1/2016,MALI,3,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,MALTA,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,MARSHALL ISLANDS,16,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0
12/1/2016,MAURITANIA,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,MAURITIUS,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12/1/2016,MEXICO,15,7,30,5,2,0,0,0,0,0,0,0,1,0,0,7,0
12/1/2016,MOLDOVA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,MONGOLIA,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,MONTENEGRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
12/1/2016,MOROCCO,6,3,0,8,0,0,0,0,0,0,0,0,3,1,0,1,0
12/1/2016,MOZAMBIQUE,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,NAMIBIA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,NEPAL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,NETHERLANDS,130,28,2,207,31,0,0,0,0,0,0,0,49,0,0,3,130
12/1/2016,NEW ZEALAND,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2
12/1/2016,NICARAGUA,9,0,0,1,0,0,0,1,0,0,0,0,28,0,1,6,5
12/1/2016,NIGER,3,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0
12/1/2016,NIGERIA,2,2,6,4,0,0,0,0,0,0,0,0,1,0,0,0,0
12/1/2016,NORTHERN MARIANA ISLANDS,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0
12/1/2016,NORWAY,35,5,6,37,0,0,0,0,0,0,0,0,1,1,0,4,0
12/1/2016,OMAN,3,2,19,8,0,1,1,1,0,0,0,0,1,0,0,3,1
12/1/2016,PAKISTAN,15,6,58,36,0,1,1,3,0,1,0,0,2,1,0,1,2
12/1/2016,PANAMA,25,4,0,0,3,0,0,0,0,0,0,0,6,1,0,1,0
12/1/2016,PARAGUAY,5,0,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0
12/1/2016,PERU,15,19,14,3,0,0,0,0,0,0,0,0,4,5,0,0,0
12/1/2016,PHILIPPINES,11,11,2,10,1,0,0,0,0,0,0,0,1,10,0,3,1
12/1/2016,POLAND,21,6,3,29,0,0,0,0,0,0,0,0,4,0,0,0,2
12/1/2016,PORTUGAL,1,10,0,174,0,0,0,0,0,0,0,0,3,2,0,3,0
12/1/2016,PUERTO RICO,95,24,0,19,7,6340,0,0,0,1176,0,0,1039,29,0,286,628
12/1/2016,QATAR,295,4,84,2593,0,477,99,52,9,970,417,0,35,2,1,160,16
12/1/2016,ROMANIA,4,13,641,9,0,0,0,0,0,0,0,0,23,9,0,1,0
12/1/2016,RUSSIA,8,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,RWANDA,2,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,SAUDI ARABIA,220,20,39,73,0,10,43,0,0,9,13,0,166,2,0,22,31
12/1/2016,SENEGAL,4,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1
12/1/2016,SERBIA,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,SIERRA LEONE,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,SINGAPORE,8,119,15,29,7,0,0,0,0,0,0,0,2,143,0,0,20
12/1/2016,SLOVAKIA,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,SLOVENIA,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
12/1/2016,SOMALIA,23,94,13,4,0,0,0,4,0,0,0,0,0,0,0,0,0
12/1/2016,SOUTH AFRICA,5,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1
12/1/2016,SPAIN,25,2725,113,393,0,0,0,7,0,0,2,0,3,248,2,12,152
12/1/2016,SRI LANKA,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,SUDAN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,SURINAME,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,SVALBARD,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,SWEDEN,1,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,SWITZERLAND,1,0,10,3,0,0,0,0,0,0,0,0,1,0,0,0,0
12/1/2016,SYRIA,168,0,0,36,0,30,39,0,0,0,5,0,1,0,0,0,0
12/1/2016,TAIWAN,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,6
12/1/2016,TAJIKISTAN,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12/1/2016,TANZANIA,4,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,THAILAND,44,9,206,30,0,0,0,1,0,0,0,0,4,2,0,3,3
12/1/2016,TIMOR-LESTE,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12/1/2016,TONGA,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,TRINIDAD AND TOBAGO,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12/1/2016,TUNISIA,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,TURKEY,142,4,211,1877,0,32,0,0,1,0,3,0,8,1,0,25,56
12/1/2016,TURKMENISTAN,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,UGANDA,6,0,38,12,0,0,0,0,0,0,1,0,1,0,0,2,0
12/1/2016,UKRAINE,7,1,0,5,0,0,0,0,0,0,0,0,1,0,0,1,1
12/1/2016,UNITED ARAB EMIRATES,299,13,105,662,0,75,32,9,2,440,112,0,9,7,0,54,3
12/1/2016,UNITED KINGDOM,173,208,8,8051,39,0,38,41,0,2,90,0,37,28,0,504,685
12/1/2016,URUGUAY,2,4,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0
12/1/2016,UZBEKISTAN,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
12/1/2016,VENEZUELA,0,0,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,VIETNAM,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
12/1/2016,"VIRGIN ISLANDS, BRITISH",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,"VIRGIN ISLANDS, U.S.",0,2,0,0,0,725,0,0,0,58,0,0,119,0,0,2,0
12/1/2016,WAKE ISLAND,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,YEMEN,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,ZAMBIA,1,0,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,ZIMBABWE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2016,UNKNOWN,4784,6978,10621,5218,751,368,6049,1113,3452,442,80,61,11,0,0,255,3
12/1/2017,ALABAMA,4633,85,156,2919,915,10043,4861,288,717,2338,1354,105,17588,112,5,2337,3446
12/1/2017,ALASKA,10651,50,18,7114,1948,1715,357,61,51,2101,351,40,2206,5,0,2358,300
12/1/2017,ARIZONA,4595,393,4162,10001,5,5233,3463,924,620,2485,2290,0,3793,183,452,3295,1173
12/1/2017,ARKANSAS,121,15,183,3263,21,6718,1676,146,148,1881,439,0,2199,7,0,1014,107
12/1/2017,ARMED FORCES EUROPE,546,34334,15,215,15,0,1,118,0,0,0,0,0,0,0,0,0
12/1/2017,ARMED FORCES PACIFIC,0,50373,884,0,0,0,1,249,1,0,0,0,0,0,0,0,0
12/1/2017,ARMED FORCES THE AMERICAS,0,6884,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0
12/1/2017,CALIFORNIA,6613,46959,57245,17881,4642,13894,16235,8021,5532,4574,7540,827,8785,32636,4288,9898,6026
12/1/2017,COLORADO,25674,745,229,8622,42,3763,3637,882,406,1579,3010,12,4348,60,2,5492,1473
12/1/2017,CONNECTICUT,111,3844,68,36,633,3498,1227,413,271,1201,1,80,508,1122,0,248,641
12/1/2017,DELAWARE,65,18,15,3329,42,1536,490,120,156,1114,1544,8,210,3,2,1052,115
12/1/2017,DISTRICT OF COLUMBIA,1595,2585,2198,1756,1694,1319,500,109,657,1289,258,143,1336,10260,24,329,742
12/1/2017,FLORIDA,5826,21594,3590,23029,4858,9542,10085,5766,1651,2116,6583,826,3758,12346,261,12239,2204
12/1/2017,GEORGIA,47280,3545,1265,9271,487,10997,7505,1440,770,2762,3101,75,11584,2381,1816,14439,2965
12/1/2017,HAWAII,16466,7912,7139,5060,1211,2986,2500,613,293,2239,720,130,5248,10109,609,1655,1240
12/1/2017,IDAHO,53,34,35,3341,4,3037,750,170,115,1359,25,0,683,69,0,729,51
12/1/2017,ILLINOIS,943,13658,383,4370,135,9852,6499,2027,1315,3006,1455,60,6859,1029,30,3451,1191
12/1/2017,INDIANA,567,101,188,88,40,11614,2817,391,635,1918,1567,8,1973,3616,238,864,4334
12/1/2017,IOWA,96,22,66,31,34,6758,2028,150,136,1791,0,0,930,5,1,459,61
12/1/2017,KANSAS,18598,60,89,3166,108,4530,2680,101,199,2066,693,23,5473,5,1,1038,313
12/1/2017,KENTUCKY,31594,9,85,218,156,6679,4215,254,255,1251,4,50,8699,18,3,320,992
12/1/2017,LOUISIANA,8086,399,708,5317,1214,9759,1995,1195,1265,1528,1401,137,3207,528,224,1623,265
12/1/2017,MAINE,40,189,29,9,583,1973,333,106,183,1138,0,65,293,6403,0,296,782
12/1/2017,MARYLAND,8346,9719,1782,8317,955,4682,6112,3549,580,1876,1800,165,16379,16607,109,3083,8172
12/1/2017,MASSACHUSETTS,385,367,186,1047,1667,5985,3541,267,816,2240,2126,376,2245,157,4,3164,808
12/1/2017,MICHIGAN,437,193,235,110,1144,8036,2895,866,966,2408,1,98,6896,31,8,794,1632
12/1/2017,MINNESOTA,154,135,116,50,136,10761,3121,614,451,2272,1355,25,1326,16,1,862,166
12/1/2017,MISSISSIPPI,531,4409,472,5667,332,9455,1782,837,77,2660,1517,110,3740,2409,0,2436,315
12/1/2017,MISSOURI,9294,297,1302,4125,196,9302,4674,1122,709,2284,1079,85,5423,53,118,1263,669
12/1/2017,MONTANA,58,4,24,3212,0,2524,680,116,69,977,22,0,465,0,0,811,49
12/1/2017,NEBRASKA,157,401,79,5625,17,3309,1248,264,142,1011,300,0,1324,45,4,2632,106
12/1/2017,NEVADA,150,929,56,9909,0,3264,1465,420,194,1130,1261,0,433,282,0,1535,162
12/1/2017,NEW HAMPSHIRE,46,229,53,145,287,1602,1036,259,198,1103,0,9,450,11,3,330,178
